employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,avg_training_score
8495,Sales & Marketing,region_13,Master's & above,m,other,1,36,1,5,54
61193,Legal,region_22,Below Secondary,m,other,1,26,,1,63
18612,Sales & Marketing,region_22,,m,other,1,26,,1,48
50665,Procurement,region_16,Bachelor's,f,sourcing,1,38,4,6,72
50512,Technology,region_7,Master's & above,f,other,1,37,4,8,82
6621,Operations,region_33,Bachelor's,m,sourcing,1,35,4,8,59
10992,HR,region_22,Bachelor's,f,referred,1,29,5,6,45
10742,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,42,3,3,57
33326,Technology,region_31,Master's & above,m,other,1,35,2,10,81
28711,Finance,region_15,Bachelor's,m,other,1,30,5,7,54
16466,Operations,region_15,Bachelor's,m,sourcing,1,33,5,6,63
71692,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,29,4,3,43
60158,Operations,region_16,Below Secondary,f,other,1,22,,1,62
5296,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,27,1,3,47
1415,Technology,region_2,Bachelor's,m,other,1,24,,1,76
376,R&D,region_16,Bachelor's,m,other,1,36,3,7,86
11139,Procurement,region_2,Bachelor's,f,other,1,34,5,8,68
21667,Technology,region_33,Master's & above,m,sourcing,1,40,1,4,80
52771,Sales & Marketing,region_25,Bachelor's,f,other,1,27,4,3,46
30283,Analytics,region_5,Bachelor's,m,other,1,31,5,4,88
33431,Sales & Marketing,region_25,Master's & above,m,sourcing,1,34,3,3,49
10860,R&D,region_7,Bachelor's,m,other,1,32,3,2,85
76614,Technology,region_30,Bachelor's,f,sourcing,1,29,,1,83
52246,Sales & Marketing,region_2,Bachelor's,f,other,1,28,2,5,45
16337,Procurement,region_10,Master's & above,f,other,1,44,3,16,68
21160,Technology,region_26,Bachelor's,m,sourcing,1,26,5,4,94
30888,Operations,region_2,Bachelor's,f,other,1,27,1,2,64
41543,Operations,region_31,Bachelor's,f,other,1,38,3,3,60
68619,Technology,region_20,Bachelor's,m,sourcing,1,30,4,4,80
46124,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,29,,1,54
9454,Procurement,region_5,Bachelor's,m,sourcing,2,40,3,2,67
48316,Sales & Marketing,region_2,Master's & above,m,other,1,35,5,11,51
61103,Technology,region_2,Master's & above,f,other,1,42,4,17,78
46772,R&D,region_22,Master's & above,m,other,1,39,4,9,84
62688,Sales & Marketing,region_32,Bachelor's,f,other,1,31,4,4,45
53821,Technology,region_2,Bachelor's,f,sourcing,3,29,,1,80
67083,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,31,4,4,52
10508,Operations,region_4,Bachelor's,m,sourcing,2,31,5,3,64
42182,Analytics,region_29,Bachelor's,f,other,1,31,4,3,81
51295,Operations,region_22,Master's & above,f,other,2,41,5,8,71
26017,Procurement,region_7,Master's & above,f,other,1,35,2,3,70
38656,Operations,region_15,Bachelor's,m,sourcing,1,33,1,2,62
1210,Sales & Marketing,region_16,Master's & above,f,other,2,35,3,5,46
52205,Technology,region_33,Master's & above,m,other,1,41,2,9,77
18776,Operations,region_16,Master's & above,m,sourcing,1,38,5,9,58
39588,Operations,region_32,Bachelor's,m,other,1,31,4,5,55
2066,Technology,region_2,Bachelor's,m,sourcing,1,29,3,6,81
7952,HR,region_2,Master's & above,m,other,1,45,4,7,52
28286,Operations,region_11,Bachelor's,m,sourcing,1,36,1,9,54
15837,Sales & Marketing,region_22,Bachelor's,m,other,2,29,5,2,45
41908,Sales & Marketing,region_21,Master's & above,m,sourcing,1,44,4,4,50
28766,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,32,1,3,46
35922,Operations,region_2,Bachelor's,f,other,1,41,3,5,60
44582,Operations,region_7,Bachelor's,f,other,2,29,,1,61
42485,Technology,region_13,Bachelor's,f,other,1,30,5,4,81
71289,Analytics,region_15,Bachelor's,m,other,1,29,,1,83
47556,Sales & Marketing,region_12,Bachelor's,m,other,1,27,5,3,52
27264,Procurement,region_2,Bachelor's,m,other,1,24,,1,66
50266,Analytics,region_30,Bachelor's,m,sourcing,1,30,5,5,86
77122,Operations,region_28,Master's & above,m,other,1,34,5,5,63
45635,Sales & Marketing,region_7,Bachelor's,f,other,2,32,3,2,44
57502,Procurement,region_11,Bachelor's,f,other,1,31,4,3,74
26262,Sales & Marketing,region_14,Bachelor's,m,other,1,35,3,7,56
74374,Operations,region_17,Bachelor's,m,sourcing,1,31,3,10,59
34661,Analytics,region_22,Bachelor's,m,other,1,30,2,5,84
38450,Procurement,region_2,Master's & above,f,sourcing,1,54,5,11,71
31134,Sales & Marketing,region_13,Bachelor's,m,other,1,33,4,8,54
27968,Operations,region_2,Master's & above,m,sourcing,2,36,4,2,57
36271,Technology,region_6,Bachelor's,f,other,1,34,2,6,76
3316,Legal,region_2,Bachelor's,m,sourcing,1,60,3,12,58
35219,Sales & Marketing,region_26,Bachelor's,m,other,1,37,3,5,51
52701,Operations,region_10,Master's & above,f,sourcing,2,34,3,7,60
8654,Operations,region_29,Bachelor's,m,sourcing,1,28,4,2,60
7551,Technology,region_13,Bachelor's,m,other,2,37,2,4,83
18778,Operations,region_2,Bachelor's,f,sourcing,1,52,5,11,63
74667,Sales & Marketing,region_2,,f,sourcing,1,36,3,7,49
57527,Analytics,region_34,Bachelor's,m,sourcing,2,27,4,2,86
1726,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,33,3,2,48
60191,Operations,region_22,Master's & above,m,other,1,46,5,15,60
30623,Sales & Marketing,region_16,Bachelor's,m,other,1,32,2,4,53
67366,Procurement,region_2,Master's & above,f,sourcing,3,42,3,4,68
38917,Sales & Marketing,region_1,,m,other,1,28,4,5,49
15689,R&D,region_22,Master's & above,m,sourcing,1,31,5,5,86
18286,Procurement,region_2,Bachelor's,m,sourcing,1,43,3,5,66
63660,Procurement,region_31,Bachelor's,f,sourcing,1,35,3,8,70
32232,Sales & Marketing,region_2,Bachelor's,f,other,1,54,4,12,49
56976,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,40,3,5,47
64644,Operations,region_1,Master's & above,f,other,1,32,5,7,61
39204,Analytics,region_24,Bachelor's,m,other,1,32,4,8,83
47141,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,41,5,12,52
26883,Analytics,region_27,Bachelor's,m,sourcing,3,29,5,5,87
9890,Finance,region_2,Bachelor's,m,other,3,25,,1,60
50095,Sales & Marketing,region_31,Bachelor's,m,other,1,28,3,5,49
16145,Sales & Marketing,region_7,Bachelor's,m,other,1,36,3,10,51
24190,Technology,region_2,Bachelor's,m,other,1,55,3,15,78
17777,Sales & Marketing,region_4,Master's & above,m,other,1,39,3,6,53
3339,Technology,region_2,Bachelor's,m,sourcing,1,59,3,18,78
11436,Analytics,region_21,Bachelor's,m,sourcing,1,27,3,2,82
40457,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,34,4,8,55
4730,Technology,region_26,Bachelor's,f,other,1,29,4,2,85
10380,Legal,region_22,Bachelor's,m,other,1,32,1,4,57
6891,Analytics,region_22,Master's & above,m,other,1,31,4,4,82
40575,Procurement,region_5,Bachelor's,f,sourcing,1,32,3,9,70
60937,Technology,region_2,Master's & above,m,sourcing,1,40,3,11,82
50037,Analytics,region_2,,m,other,1,28,1,3,82
3066,Sales & Marketing,region_5,Master's & above,m,sourcing,1,37,4,8,49
18712,Operations,region_31,Bachelor's,f,sourcing,1,27,1,2,56
68494,Operations,region_4,Bachelor's,m,other,1,29,3,3,57
74119,Sales & Marketing,region_25,Bachelor's,m,other,1,32,5,9,48
76254,Procurement,region_22,Master's & above,m,sourcing,4,39,3,16,73
49402,Sales & Marketing,region_15,Bachelor's,m,other,1,35,4,7,50
8141,Technology,region_2,Bachelor's,m,other,1,34,2,6,77
3076,Operations,region_26,Bachelor's,f,other,1,34,4,7,58
14390,Technology,region_23,Master's & above,f,sourcing,1,35,3,8,78
66964,Procurement,region_5,Bachelor's,f,sourcing,2,32,3,2,72
67091,Technology,region_26,Bachelor's,f,sourcing,1,37,1,7,84
13164,Technology,region_5,Master's & above,m,sourcing,1,34,3,7,82
21190,Sales & Marketing,region_31,Bachelor's,m,other,3,30,1,3,51
21432,Operations,region_19,Bachelor's,f,other,2,40,5,10,62
2096,Sales & Marketing,region_22,Bachelor's,f,sourcing,3,29,4,5,52
53808,Sales & Marketing,region_13,Master's & above,m,sourcing,1,56,5,22,46
9751,Sales & Marketing,region_21,Bachelor's,m,other,2,26,,1,50
59105,Operations,region_31,Bachelor's,m,sourcing,1,33,5,8,57
76796,Procurement,region_2,Bachelor's,f,sourcing,1,30,5,3,70
49192,Technology,region_22,Bachelor's,f,referred,1,27,3,2,77
45888,Operations,region_22,Bachelor's,m,other,1,33,3,7,56
12492,Operations,region_32,Bachelor's,m,other,1,28,,1,60
72963,Operations,region_22,Bachelor's,f,other,2,30,3,6,57
53303,Operations,region_2,,f,sourcing,1,58,4,5,64
53081,HR,region_2,Bachelor's,f,other,1,36,3,3,46
23930,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,37,1,9,51
51938,Operations,region_31,Bachelor's,m,other,1,27,1,4,61
29280,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,49,1,19,52
7689,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,5,4,48
16924,Operations,region_13,Master's & above,f,other,2,34,5,5,75
40162,Analytics,region_15,Bachelor's,m,sourcing,1,23,,1,85
8648,Sales & Marketing,region_20,Master's & above,m,other,1,42,5,5,47
57036,Sales & Marketing,region_22,Bachelor's,m,other,1,26,2,3,44
69859,Sales & Marketing,region_2,Bachelor's,f,other,1,37,1,3,46
31492,Analytics,region_25,Bachelor's,m,sourcing,1,27,3,2,85
3964,Sales & Marketing,region_16,Bachelor's,m,other,1,36,2,7,49
20962,Analytics,region_10,Master's & above,m,other,2,35,3,2,85
16434,Operations,region_22,Bachelor's,f,sourcing,1,34,5,7,61
28860,Technology,region_2,Master's & above,m,sourcing,1,34,3,8,81
28665,Sales & Marketing,region_13,Master's & above,m,sourcing,1,51,1,22,54
1561,HR,region_16,Bachelor's,m,sourcing,1,31,4,6,54
72856,Operations,region_8,Bachelor's,f,other,1,44,3,3,58
28596,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,26,2,4,52
52840,Operations,region_34,Bachelor's,m,sourcing,1,28,3,2,59
73807,Procurement,region_2,Master's & above,f,other,1,59,4,11,70
1089,HR,region_26,Below Secondary,m,other,1,23,5,2,50
20345,Analytics,region_21,Bachelor's,m,other,2,27,5,5,83
59325,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,35,5,8,49
45294,Technology,region_2,Master's & above,m,other,1,58,4,18,76
61412,Sales & Marketing,region_4,Bachelor's,m,other,1,35,2,4,53
29033,Analytics,region_31,Bachelor's,m,sourcing,1,30,4,4,91
41735,Sales & Marketing,region_1,Master's & above,f,sourcing,2,32,3,4,45
64996,Analytics,region_22,,m,sourcing,1,27,3,3,84
10388,Sales & Marketing,region_10,Bachelor's,m,other,1,26,,1,50
20001,Operations,region_2,Master's & above,f,referred,1,54,3,6,61
47942,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,40,1,8,50
5232,HR,region_22,Bachelor's,f,other,1,29,1,2,52
7097,HR,region_22,Bachelor's,m,referred,1,29,3,2,50
61335,Sales & Marketing,region_28,Master's & above,f,other,2,36,5,4,46
61360,R&D,region_22,Bachelor's,f,other,1,31,4,3,87
429,Procurement,region_10,Bachelor's,f,other,1,28,,1,65
54187,Sales & Marketing,region_14,Bachelor's,m,other,1,34,3,8,53
18493,Analytics,region_7,Bachelor's,m,other,1,33,5,5,82
23130,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,26,4,2,46
16180,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,33,1,6,46
5133,R&D,region_22,Bachelor's,m,referred,2,27,5,3,77
54456,Finance,region_22,Bachelor's,m,other,1,26,3,3,59
62197,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,28,5,3,51
50861,Operations,region_22,Master's & above,m,referred,1,34,4,10,63
40356,Operations,region_31,Bachelor's,m,other,1,42,4,11,58
68967,Analytics,region_4,Master's & above,m,other,1,49,5,13,85
49181,Finance,region_27,Bachelor's,m,other,1,37,4,9,59
19572,Operations,region_22,Master's & above,m,sourcing,1,42,5,10,62
58731,Procurement,region_30,Master's & above,f,other,1,38,2,7,68
32167,Procurement,region_17,Bachelor's,f,other,1,28,3,3,71
3435,Sales & Marketing,region_2,Master's & above,m,sourcing,1,33,5,6,49
7389,Finance,region_2,Master's & above,m,other,3,42,3,12,58
44860,Operations,region_7,Master's & above,m,sourcing,1,34,4,3,57
72065,Operations,region_14,Below Secondary,m,other,1,22,3,2,57
49353,Legal,region_32,Bachelor's,m,sourcing,1,29,1,4,60
42688,R&D,region_7,Master's & above,m,other,1,38,3,3,83
4019,R&D,region_15,Master's & above,m,sourcing,1,40,5,11,74
64023,R&D,region_2,Master's & above,m,sourcing,1,38,5,8,58
30034,R&D,region_5,Bachelor's,f,other,1,34,1,9,46
6907,R&D,region_28,Master's & above,m,other,2,32,5,5,90
14810,R&D,region_19,Bachelor's,m,other,1,33,3,4,75
17629,R&D,region_15,Bachelor's,m,other,2,39,3,12,46
7003,R&D,region_7,Bachelor's,m,sourcing,1,41,5,11,54
59100,R&D,region_19,Bachelor's,m,other,1,34,4,7,55
73651,R&D,region_13,Master's & above,f,other,1,43,4,14,60
65300,R&D,region_29,Bachelor's,m,other,1,43,3,6,46
38796,R&D,region_22,Bachelor's,m,sourcing,1,56,3,15,63
17133,R&D,region_17,Bachelor's,f,other,1,28,5,4,46
10552,R&D,region_2,Bachelor's,f,other,1,33,3,2,62
58271,R&D,region_8,Bachelor's,m,sourcing,1,35,5,8,49
42387,R&D,region_11,Bachelor's,m,sourcing,1,35,1,9,52
19737,R&D,region_22,Master's & above,m,sourcing,1,36,3,3,78
35156,R&D,region_7,Bachelor's,m,other,1,27,,1,45
68576,R&D,region_13,Bachelor's,m,sourcing,1,32,5,6,57
62951,R&D,region_26,Bachelor's,m,other,5,32,3,8,67
76794,R&D,region_11,Bachelor's,m,other,2,30,5,2,57
39736,R&D,region_15,Bachelor's,m,sourcing,1,49,3,7,75
73402,R&D,region_15,Bachelor's,f,sourcing,1,50,4,8,74
30749,R&D,region_12,Bachelor's,f,other,2,25,3,2,67
49089,R&D,region_4,Master's & above,m,other,1,42,2,7,62
57203,R&D,region_26,Bachelor's,f,sourcing,1,29,1,4,53
37385,R&D,region_2,Below Secondary,m,other,2,25,,1,54
14101,R&D,region_22,Bachelor's,m,sourcing,3,29,3,6,67
31036,R&D,region_7,Bachelor's,f,sourcing,1,33,5,7,54
66566,R&D,region_2,Bachelor's,f,other,1,49,1,16,47
2283,R&D,region_22,Master's & above,m,sourcing,1,34,5,10,60
35086,R&D,region_31,Bachelor's,m,sourcing,1,38,3,8,49
66082,R&D,region_2,Bachelor's,m,sourcing,1,60,1,3,60
34105,R&D,region_31,Bachelor's,m,other,1,38,2,4,56
14599,R&D,region_22,Bachelor's,m,sourcing,1,30,3,2,49
21293,R&D,region_22,Bachelor's,m,other,1,31,4,9,48
44127,R&D,region_5,Bachelor's,f,other,1,37,5,3,82
17522,R&D,region_25,Bachelor's,m,sourcing,3,27,,1,50
23708,R&D,region_26,,m,sourcing,3,32,2,8,49
64845,R&D,region_10,Bachelor's,m,sourcing,1,31,4,5,59
38638,R&D,region_7,Bachelor's,m,other,1,33,1,7,45
62916,R&D,region_7,Bachelor's,m,other,1,42,5,7,91
18984,R&D,region_22,Bachelor's,m,other,1,33,3,5,73
35872,R&D,region_4,Master's & above,f,other,1,34,1,7,50
8019,R&D,region_16,Bachelor's,m,sourcing,1,54,3,8,80
6358,R&D,region_29,Bachelor's,m,other,1,33,4,5,62
53023,R&D,region_7,Bachelor's,m,sourcing,2,38,5,10,63
32026,R&D,region_30,Bachelor's,f,other,1,33,3,10,64
32170,R&D,region_2,Bachelor's,m,other,1,23,,1,48
46737,R&D,region_20,Master's & above,m,sourcing,1,41,3,3,53
21112,R&D,region_2,Bachelor's,m,sourcing,1,37,2,3,80
12594,R&D,region_4,Master's & above,m,other,2,46,5,18,66
9049,R&D,region_5,Bachelor's,m,other,2,29,,1,72
48577,R&D,region_2,Bachelor's,m,sourcing,1,30,2,5,66
9087,R&D,region_2,Master's & above,m,other,1,54,1,3,49
74296,R&D,region_28,Master's & above,f,sourcing,1,37,5,11,50
13640,R&D,region_15,Master's & above,m,sourcing,1,47,3,17,62
65412,R&D,region_26,Master's & above,f,sourcing,2,33,3,2,59
17816,R&D,region_15,Bachelor's,m,sourcing,1,30,4,5,80
50036,R&D,region_22,Bachelor's,m,other,2,28,3,2,81
34158,R&D,region_26,Bachelor's,m,other,1,36,3,4,54
30033,R&D,region_27,Bachelor's,m,sourcing,1,28,,1,83
74401,R&D,region_5,Bachelor's,m,other,1,41,5,5,67
73296,R&D,region_19,Bachelor's,m,sourcing,1,29,2,5,49
41847,R&D,region_2,Bachelor's,f,sourcing,1,28,3,1,80
28456,R&D,region_20,Bachelor's,m,sourcing,1,25,,1,56
55643,R&D,region_7,Bachelor's,m,sourcing,1,48,3,5,49
40689,R&D,region_6,Bachelor's,f,other,1,29,5,7,59
41087,R&D,region_17,Bachelor's,f,other,1,52,3,5,71
56409,R&D,region_13,Master's & above,m,sourcing,1,39,3,14,77
28892,R&D,region_13,Bachelor's,f,other,1,30,5,6,59
22658,R&D,region_13,Bachelor's,f,sourcing,1,30,3,6,61
34021,R&D,region_2,Bachelor's,f,sourcing,1,25,,1,48
29419,R&D,region_26,Master's & above,m,sourcing,1,43,3,4,84
65630,R&D,region_27,Bachelor's,m,other,1,25,,1,48
18809,R&D,region_2,Bachelor's,m,other,1,26,4,3,50
59695,R&D,region_15,Bachelor's,m,other,1,33,4,7,57
39585,R&D,region_4,Bachelor's,f,other,1,38,4,4,60
30356,R&D,region_2,Bachelor's,f,other,1,27,3,2,59
78175,R&D,region_22,Bachelor's,m,sourcing,1,29,4,5,50
23668,R&D,region_26,Master's & above,m,sourcing,1,40,5,4,48
50441,R&D,region_10,Master's & above,m,other,1,44,4,15,81
52311,R&D,region_27,Master's & above,m,other,1,33,3,4,52
19576,R&D,region_15,Bachelor's,m,sourcing,2,33,1,5,49
39982,Sales & Marketing,region_2,Master's & above,f,other,1,49,5,5,50
23338,Sales & Marketing,region_26,Bachelor's,m,other,1,28,4,4,50
58769,Sales & Marketing,region_1,,m,other,1,27,3,6,53
65210,R&D,region_7,Bachelor's,m,sourcing,2,34,3,8,87
70168,Sales & Marketing,region_2,Bachelor's,m,other,1,42,3,14,53
44136,Technology,region_2,Bachelor's,m,sourcing,2,56,3,23,84
19098,Analytics,region_15,Bachelor's,m,other,1,31,4,4,85
19826,Procurement,region_19,Bachelor's,m,sourcing,2,36,5,7,68
68896,Operations,region_2,Bachelor's,m,other,2,39,5,8,58
22540,Sales & Marketing,region_25,Master's & above,f,sourcing,2,33,3,7,53
52630,Operations,region_2,Master's & above,m,other,2,53,3,13,58
42249,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,31,4,3,49
41645,Sales & Marketing,region_2,Master's & above,f,other,1,49,1,21,50
60352,Operations,region_19,Bachelor's,m,sourcing,1,37,4,7,58
24168,Analytics,region_13,Master's & above,m,other,1,30,3,5,83
77703,Analytics,region_22,Bachelor's,m,sourcing,2,32,3,9,83
52005,Finance,region_2,Bachelor's,m,other,2,39,5,5,64
22821,Sales & Marketing,region_13,Master's & above,m,other,1,37,1,5,47
33963,HR,region_22,Bachelor's,m,other,1,47,2,16,47
55903,Operations,region_4,Master's & above,m,other,1,38,3,5,58
70360,Procurement,region_20,Bachelor's,f,other,1,31,5,2,71
21163,HR,region_2,Bachelor's,m,other,1,31,3,6,49
52351,Sales & Marketing,region_19,Bachelor's,m,sourcing,2,38,1,5,48
57632,Operations,region_20,Bachelor's,f,sourcing,1,31,5,10,57
67448,Sales & Marketing,region_18,Bachelor's,m,other,1,29,,1,46
21018,Operations,region_2,Master's & above,m,other,1,34,3,8,62
30307,Analytics,region_2,Bachelor's,m,other,3,38,3,10,86
51006,Operations,region_2,Bachelor's,m,sourcing,1,60,5,23,60
59242,R&D,region_2,Bachelor's,m,other,1,34,3,6,77
19353,Finance,region_2,Bachelor's,m,other,1,44,2,9,64
25940,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,27,,1,48
33400,Sales & Marketing,region_12,Bachelor's,m,other,1,25,4,2,51
46896,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,38,5,10,46
65389,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,37,4,9,47
31886,Procurement,region_23,Bachelor's,m,other,2,36,3,9,66
62107,Sales & Marketing,region_33,Bachelor's,m,other,1,37,3,9,52
62662,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,43,3,17,52
77743,Technology,region_7,Bachelor's,m,other,2,27,,1,76
54888,Sales & Marketing,region_13,Bachelor's,m,other,1,38,4,10,48
6878,Procurement,region_2,Master's & above,f,other,2,57,3,16,69
71343,Procurement,region_27,Master's & above,m,other,2,40,4,10,67
64742,Sales & Marketing,region_2,Master's & above,m,other,2,60,3,8,44
31110,Sales & Marketing,region_19,Bachelor's,f,sourcing,1,30,3,5,50
22290,HR,region_7,Master's & above,f,other,1,42,5,7,45
5238,Technology,region_23,Master's & above,m,other,1,39,4,4,82
17481,Operations,region_2,Master's & above,f,sourcing,3,50,5,7,59
16426,Analytics,region_31,Bachelor's,m,sourcing,1,27,1,4,83
45701,Operations,region_31,Master's & above,m,other,1,55,3,17,67
65943,Sales & Marketing,region_25,,m,other,1,26,,1,55
23605,Technology,region_26,Master's & above,f,other,1,33,4,5,77
65623,Procurement,region_2,Below Secondary,f,sourcing,1,24,,1,66
8693,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,30,3,3,50
77061,Procurement,region_2,Below Secondary,m,sourcing,4,23,2,2,72
50458,Sales & Marketing,region_2,Bachelor's,m,other,2,34,1,7,46
50405,Sales & Marketing,region_7,Master's & above,m,other,1,52,3,16,50
29954,Analytics,region_31,Bachelor's,m,sourcing,2,28,4,2,85
27369,Analytics,region_4,Master's & above,m,other,2,39,1,6,89
34266,R&D,region_25,Master's & above,m,other,2,37,5,8,85
69082,Operations,region_22,Master's & above,f,sourcing,2,39,3,12,57
54481,Operations,region_23,Bachelor's,f,other,1,33,3,5,63
16986,Finance,region_2,,m,other,1,34,3,6,62
21502,Operations,region_19,Bachelor's,m,other,1,36,4,12,58
26676,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,32,5,6,46
54360,Operations,region_22,Bachelor's,f,other,2,28,5,6,56
14467,Sales & Marketing,region_28,Master's & above,f,sourcing,1,33,4,7,50
58255,Sales & Marketing,region_13,Bachelor's,m,other,2,26,1,2,45
46322,Sales & Marketing,region_7,Bachelor's,m,other,1,34,4,3,49
49734,Technology,region_17,Master's & above,f,other,3,35,3,7,81
18985,Procurement,region_22,Bachelor's,m,sourcing,4,27,3,3,71
51064,Operations,region_20,Bachelor's,m,other,1,30,3,4,62
24677,Sales & Marketing,region_31,,m,other,1,27,5,2,47
52765,Operations,region_7,Bachelor's,m,sourcing,1,33,4,8,59
